,Clip_Name,sentence,label_desc,use,label
1428,Ses03F_impro07_F019,Top five in the nation.,Positive,train,2
1429,Ses03F_impro07_F023,"Oh man, I'm so excited. So much to do.",Positive,train,2
1430,Ses03F_impro07_F025,I'm just so excited to start my life.,Positive,train,2
1431,Ses03F_impro07_F031,That's going to--that'll be reserved for somebody else.,Neutral,train,1
1432,Ses03F_impro07_F032,[LAUGHTER] Hello? I am not.,Positive,test,2
1433,Ses03F_impro07_F034,"[LAUGHTER]. No, you'd get used to it.",Positive,validation,2
1434,Ses03F_impro07_F035,"[LAUGHTER]. Oh, Joe, I'm so happy.",Positive,train,2
1435,Ses03F_impro07_M000,"Hey, Isabella.",Neutral,train,1
1436,Ses03F_impro07_M001,I'm all right.,Neutral,validation,1
1437,Ses03F_impro07_M003,You're not pregnant or anything.,Neutral,train,1
1438,Ses03F_impro07_M004,"I know you've been trying to have a baby, right?",Neutral,train,1
1439,Ses03F_impro07_M012,oh yeah.,Neutral,train,1
1440,Ses03F_impro07_M023,Fuck Boston.,Neutral,train,1
1441,Ses03F_impro07_M033,"Well, get used to it.",Neutral,validation,1
1442,Ses03F_impro07_M034,"Hey, I'm already getting used to it.",Positive,test,2
1443,Ses03F_impro07_M035,"Me too, Isabella.",Positive,test,2
1444,Ses03F_impro08_F000,"Hello sir, can I help you?",Neutral,train,1
1445,Ses03F_impro08_F006,"You're going to have to just be patient with us, sir, as we",Neutral,train,1
1446,Ses03F_impro08_F008,But I'm going to definitely have to- uh--get your contact information,Neutral,validation,1
1447,Ses03F_impro08_F010,"Sir, I'm very sorry, but this is the way it is. This- We have no control over it. It's going to take- -but you have to be patient with us. You can use a calling card. We will give you a free calling card to use.",Neutral,train,1
1448,Ses03F_impro08_F012,"Okay, well, we will send you- We will reimburse you for the amount of minutes that you-",Neutral,train,1
1449,Ses03F_impro08_F014,"And we will probably send you a calling card. I'm very sorry. You're just going to have to be patient, sir.",Neutral,test,1
1450,Ses03F_impro08_F022,"I don't know, sir.",Neutral,train,1
1451,Ses03F_impro08_F024,"Well, ten hours worth of minutes--",Neutral,train,1
1452,Ses03F_impro08_F027,"what I would like what I'm advising you to do now is just to write down all of your problems that you-you feel that--You know, haven't been addressed, fax it to us-",Neutral,train,1
1453,Ses03F_impro08_M000,"Hey, you stupid dumb shit machine, give me a fucking operator, huh?",Negative,validation,0
1454,Ses03F_impro08_M006,You know what? I'm just going to- Patient? I'm a busy man.,Negative,train,0
1455,Ses03F_impro08_M012,A free calling card?,Negative,validation,0
1456,Ses03F_impro08_M015,"Okay, I need more than this. Are you going to give me a little bit more?",Negative,train,0
1457,Ses03F_script01_1_F005,"He cried hard, huh?",Neutral,train,1
1458,Ses03F_script01_1_F007,"Could he-he's acting just like he did after he died, you know?",Neutral,test,1
1459,Ses03F_script01_1_F010,"What do you mean, dishonest?",Neutral,train,1
1460,Ses03F_script01_1_F019,Why?,Neutral,test,1
1461,Ses03F_script01_1_F021,"Well, that's only your business, Chris.",Neutral,test,1
1462,Ses03F_script01_1_F030,You're a considerate fella and there's nothing wrong in that.,Neutral,train,1
1463,Ses03F_script01_1_F046,You'd leave that business.,Neutral,train,1
1464,Ses03F_script01_1_F050,I'm going to.,Neutral,train,1
1465,Ses03F_script01_1_F052,"I don't know you, do I?",Neutral,validation,1
1466,Ses03F_script01_1_M000,He saw it.,Neutral,train,1
1467,Ses03F_script01_1_M002,"Um, about four this morning. Uh- I heard a crack and I looked out and I saw him standing there.",Neutral,test,1
1468,Ses03F_script01_1_M004,"No, I uh-, I figured the best thing to do was to leave him alone.",Neutral,train,1
1469,Ses03F_script01_1_M005,I could hear it right through the floor.,Neutral,train,1
1470,Ses03F_script01_1_M007,I don't know.,Neutral,train,1
1471,Ses03F_script01_1_M008,"But I know one thing, mom. We've made a terrible mistake with dad.",Neutral,train,1
1472,Ses03F_script01_1_M016,"You know-you know why I asked Annie here, right?",Neutral,train,1
1473,Ses03F_script01_1_M020,So it's all right. I'll just go ahead with it.,Neutral,test,1
1474,Ses03F_script01_1_M022,"-Oh, you infuriate me sometimes. You know, it's not just my business too if dad throws a fit.",Negative,train,0
1475,Ses03F_script01_1_M026,"Every time I reach out for something I have to pull back because other people will suffer. My whole entire life, time and time after time.",Negative,train,0
1476,Ses03F_script01_1_M027,To hell with that.,Negative,train,0
1477,Ses03F_script01_1_M029,I wanted to get this settled first.,Neutral,test,1
1478,Ses03F_script01_1_M030,Well then I guess it's over then. But from her letters I think she's forgotten him.,Neutral,train,1
1479,Ses03F_script01_1_M034,Because it is.,Neutral,train,1
1480,Ses03F_script01_1_M042,I'll get out. I'll marry her somewhere else. Maybe New York.,Neutral,validation,1
1481,Ses03F_script01_1_M048,Yes. On this I would.,Neutral,train,1
1482,Ses03F_script01_1_M049,Then help me stay here.,Neutral,train,1
1483,Ses03F_script01_1_M050,Okay. Just-,Neutral,train,1
1484,Ses03F_script01_1_M053,"No, you don't. I'm a pretty tough guy.",Neutral,train,1
1485,Ses03F_script01_2_F001,She's been in New York for three-and-a-half years. She don't just suddenly come and-,Negative,test,0
1486,Ses03F_script01_2_F004,It's got that about it.,Negative,train,0
1487,Ses03F_script01_2_F006,She's not Larry's girl. She knows that.,Negative,validation,0
1488,Ses03F_script01_2_F011,"She's faithful as a rock, don't you know. In my worst moments I can think of her-",Negative,train,0
1489,Ses03F_script01_2_F013,"Nobody in my house better ever dare-dare to challenge her faith. Maybe strangers, but not his father, not his brother.",Negative,test,0
1490,Ses03F_script01_2_F015,"Don't, don't laugh at me, don't laugh at me.",Negative,test,0
1491,Ses03F_script01_2_F016,"Look at it. Because why, when she came here and she slept in his room, the memorial broke into pieces. Look at it, look at it, Joe.",Negative,validation,0
1492,Ses03F_script01_2_F018,"No, you've got to believe.",Negative,test,0
1493,Ses03F_script01_2_F021,I can't help it.,Negative,test,0
1494,Ses03F_script01_2_M001,"Well, maybe, maybe he just wanted to see her.",Neutral,train,1
1495,Ses03F_script01_2_M009,Calm yourself.,Neutral,train,1
1496,Ses03F_script01_2_M014,Huh?,Negative,train,0
1497,Ses03F_script01_2_M015,Why me above all?,Negative,train,0
1498,Ses03F_script01_2_M016,"Look at you, you're shaking.",Negative,train,0
1499,Ses03F_script01_2_M018,"Huh? What the hell's the matter with you, Kate?",Negative,train,0
1500,Ses03F_script01_3_F000,You're the only one I know that still loves his parents.,Positive,train,2
1501,Ses03F_script01_3_F001,"No, it's all right. There's nothing wrong in that, you know.",Positive,test,2
1502,Ses03F_script01_3_F002,It's really lovely here. The air is sweet.,Positive,train,2
1503,Ses03F_script01_3_F008,"Well, you've been embarrassed ever since I came.",Negative,train,0
1504,Ses03F_script01_3_F011,"Well, I mean,",Positive,train,2
1505,Ses03F_script01_3_F012,"from her opinion, why else would I come here?",Positive,test,2
1506,Ses03F_script01_3_F013,"Well, I guess that's why I came.",Positive,test,2
1507,Ses03F_script01_3_F014,"I've been ready for a long, long time.",Positive,train,2
1508,Ses03F_script01_3_F018,Every day since.,Positive,train,2
1509,Ses03F_script01_3_F021,I don't know if I ever can forgive you for that. Why'd you wait so long? I sat in my room wondering if I was crazy for thinking about you.,Positive,test,2
1510,Ses03F_script01_3_F023,"Like Larry's brother. Do it like you, Chris.",Positive,train,2
1511,Ses03F_script01_3_F025,No. What is it? Is it your mother?,Negative,train,0
1512,Ses03F_script01_3_F026,"Well then tell me what's wrong. I mean, even in your letters there's something ashamed.",Negative,train,0
1513,Ses03F_script01_3_F027,You should tell me.,Negative,test,0
1514,Ses03F_script01_3_F028,"But, Chris, it wouldn't work like this.",Negative,train,0
1515,Ses03F_script01_3_F029,"Yeah, sure.",Negative,test,0
1516,Ses03F_script01_3_F030,How many?,Negative,train,0
1517,Ses03F_script01_3_F035,What am I going to do with a fortune?,Positive,train,2
1518,Ses03F_script01_3_M000,"Yeah. I know. It went out of style, didn't it?",Positive,train,2
1519,Ses03F_script01_3_M004,What?,Neutral,validation,1
1520,Ses03F_script01_3_M006,"Oh look, um, well, the thing is, I was planning on, planning on sort of sneaking up on you over a week or so, and they-they take it for granted we're all set.",Positive,train,2
1521,Ses03F_script01_3_M009,"I, I guess that's why I asked you to come.",Positive,train,2
1522,Ses03F_script01_3_M010,"Oh, Annie.",Positive,train,2
1523,Ses03F_script01_3_M011,"Annie, I love you.",Positive,test,2
1524,Ses03F_script01_3_M012,I love you a great deal.,Positive,train,2
1525,Ses03F_script01_3_M013,I-I love you. I have no imagination. That's all I know how to tell it.,Positive,validation,2
1526,Ses03F_script01_3_M014,"I'm embarrassing you. I didn't want to tell you it here. I wanted to go somewhere that would be brand-new to each other. It feels wrong here, don't you? This yard and this chair.",Positive,validation,2
1527,Ses03F_script01_3_M015,I don't want to win you from anybody. I want you to be ready for me.,Positive,test,2
1528,Ses03F_script01_3_M018,You felt something that far back?,Positive,train,2
1529,Ses03F_script01_3_M019,Why didn't you let me know?,Positive,train,2
1530,Ses03F_script01_3_M020,"Give me a kiss, Annie.",Positive,train,2
1531,Ses03F_script01_3_M021,Give me-,Positive,test,2
1532,Ses03F_script01_3_M023,We're going to live now. I'm going to make you so happy.,Positive,validation,2
1533,Ses03F_script01_3_M024,I kissed you.,Positive,train,2
1534,Ses03F_script01_3_M026,"No, no, no, no. Nothing like that.",Neutral,validation,1
1535,Ses03F_script01_3_M030,"Well, I lost them.",Negative,validation,0
1536,Ses03F_script01_3_M032,It takes a little while to toss that off. Because they weren't just men.,Negative,validation,0
1537,Ses03F_script01_3_M035,"And I, and I thought something watching them go down.",Negative,test,0
1538,Ses03F_script01_3_M039,And I went to work with dad and that rat race again. And I felt what you said-ashamed somehow. Because nobody was changed at all. It seemed to make a sucker out of a lot of guys.,Negative,train,0
1539,Ses03F_script01_3_M040,"And I felt wrong to be alive. To drive the car, to see the new checkbook, to see the new refrigerator. I mean, you can take those things out of the war. But you got to know that when you drive that car that that came out of the love a man can have for another man. And you got to be a little bit better because of that.",Negative,train,0
1540,Ses03F_script01_3_M041,"Otherwise, what you have here is loot; and there's blood on it.",Negative,train,0
1541,Ses03F_script01_3_M042,And I didn't want to take any of it.,Negative,train,0
1542,Ses03F_script01_3_M045,"Annie,",Positive,test,2
1543,Ses03F_script01_3_M046,"Annie, I'm going to make a fortune for you.",Positive,train,2
1544,Ses03F_script02_1_F003,"I don't understand why you're always saying oh, it's mine, it's mine. It's not like it's just your flashlight. I mean, how do you think that makes me feel?",Negative,validation,0
1545,Ses03F_script02_1_F012,Pass up what? A bunch of fish. They swim up to the beach and they flop around and they swim away and then they die.,Negative,test,0
1546,Ses03F_script02_1_M017,Do you want my jacket?,Neutral,train,1
1547,Ses03F_script02_1_M019,Right.,Neutral,train,1
1548,Ses03F_script02_1_M020,"Yeah, that's my point too.",Neutral,train,1
1549,Ses03F_script02_1_M022,"I mean, don't you want to see it?",Neutral,train,1
1550,Ses03F_script02_1_M023,Why not?,Neutral,train,1
1551,Ses03F_script02_1_M044,About what I just said.,Neutral,test,1
1552,Ses03F_script02_2_F005,"Augie, Goddamn it, don't ask me that. You always ask me that. Why do you ask me that? I hate it. It's insulting.",Negative,train,0
1553,Ses03F_script02_2_F016,Do you remember the last time we came here?,Negative,test,0
1554,Ses03F_script02_2_F017,We thought I was pregnant.,Negative,train,0
1555,Ses03F_script02_2_F018,You brought a bottle of champagne.,Negative,test,0
1556,Ses03F_script02_2_F019,We took off our shoes and we danced barefoot in the sand. Under the moon.,Positive,train,2
1557,Ses03F_script02_2_F020,And you whispered so intimately in my ear so I could feel your words.,Positive,train,2
1558,Ses03F_script02_2_F021,"Oh, that moment-that was it.",Positive,train,2
1559,Ses03F_script02_2_F022,"I told myself finally, this is how happy I'm supposed to be.",Negative,train,0
1560,Ses03F_script02_2_F023,Dancing barefoot in the sand. Drinking out of a bottle of champagne.,Positive,train,2
1561,Ses03F_script02_2_F024,I don't want to remember something.,Negative,validation,0
1562,Ses03F_script02_2_F026,No.,Negative,train,0
1563,Ses03F_script02_2_F035,"No, it's not. It's standing on the beach waiting and fighting.",Negative,train,0
1564,Ses03F_script02_2_F038,it's not something else. Do you know what I'm trying to say?,Negative,train,0
1565,Ses03F_script02_2_F040,I didn't say that.,Negative,validation,0
1566,Ses03F_script02_2_F043,"Well, I guess we're just in the wrong spart-spot with the right person.",Positive,train,2
1567,Ses03F_script02_2_F044,I noticed that. It's beautiful.,Positive,train,2
1568,Ses03F_script02_2_F045,You can see right over the water.,Positive,validation,2
1569,Ses03F_script02_2_F048,At least we won't need glasses.,Positive,train,2
1570,Ses03F_script02_2_F050,Maybe this is the right place after all.,Positive,train,2
1571,Ses03F_script02_2_M005,"Carla, can I ask you something? Don't take this wrong, but are you having your period?",Neutral,train,1
1572,Ses03F_script02_2_M016,Wait a minute. I got it.,Neutral,train,1
1573,Ses03F_script02_2_M026,"A-a back rub, some ice cream, a suicide pact. What the hell do you want, Carla?",Negative,validation,0
1574,Ses03F_script02_2_M038,"Actually now that you mention it, no, I don't.",Positive,train,2
1575,Ses03F_script02_2_M039,"Seemed like a pretty good spot to me. I mean, look at the view of the moon we've got from here.",Positive,train,2
1576,Ses03F_script02_2_M040,Look what we got here.,Positive,validation,2
1577,Ses03F_script02_2_M041,It's not champagne.,Positive,train,2
1578,Ses03F_script02_2_M042,Are you still cold? Do you want to go home?,Neutral,validation,1
1579,Ses03F_script02_2_M043,Shh.,Neutral,validation,1
1580,Ses03F_script02_2_M044,If we're very quiet the fish might come.,Positive,validation,2
1581,Ses03F_script02_2_M045,Or not.,Positive,train,2
1582,Ses03F_script03_1_F014,"Oh dear, well, shall we want that?",Negative,train,0
1583,Ses03F_script03_1_F021,Oh Charles. That was his name. Charles. He did wiggle so beautifully.,Positive,validation,2
1584,Ses03F_script03_1_F025,yeah. And that was the first time you ever hit me.,Positive,train,2
1585,Ses03F_script03_1_F026,The manager came in and found us rolling on the floor and biting and scratching like panthers. [LAUGHTER],Positive,test,2
1586,Ses03F_script03_1_M004,"We're all right, aren't we darling? Whatever happens.",Neutral,validation,1
1587,Ses03F_script03_1_M005,Then I don't care.,Neutral,test,1
1588,Ses03F_script03_2_F004,"Just a little perhaps, but it was nothing serious.",Neutral,validation,1
1589,Ses03F_script03_2_F008,"Well, it's true.",Neutral,train,1
1590,Ses03F_script03_2_F014,Don't be so stupid.,Negative,train,0
1591,Ses03F_script03_2_F015,What?,Negative,train,0
1592,Ses03F_script03_2_F018,"No, it isn't.",Negative,train,0
1593,Ses03F_script03_2_F026,You are quite insufferable. I suppose it's because you're drunk.,Negative,validation,0
1594,Ses03F_script03_2_F037,I will not. Go away. Go away. I hate you.,Negative,train,0
1595,Ses03F_script03_2_F041,"Oh, yes I am.",Negative,train,0
1596,Ses03F_script03_2_F042,"Yes I am. Let go of me. I hate you and I loath you. God, I can't believe I just finally realized how you are. I am never marry you. Never. Never, never, never. I would rather die in torment.",Negative,train,0
1597,Ses03F_script03_2_F043,"Beast or brute cad, swine beast beast brute.",Negative,train,0
1598,Ses03F_script03_2_M000,"As a matter of fact, the real cause of that row was Peter Burden.",Negative,test,0
1599,Ses03F_script03_2_M001,I knew nothing of the sort. You took presents from him.,Negative,train,0
1600,Ses03F_script03_2_M002,I remember it well. Bristling with diamonds. In the worst possible taste.,Negative,test,0
1601,Ses03F_script03_2_M009,Are you bored with this conversation?,Neutral,train,1
1602,Ses03F_script03_2_M012,"No particular reason. Anyhow, they were very small ones.",Neutral,test,1
1603,Ses03F_script03_2_M014,You needn't be so grand just because you don't happen to want some yourself at the moment.,Negative,test,0
1604,Ses03F_script03_2_M016,Nothing.,Negative,train,0
1605,Ses03F_script03_2_M024,They snap.,Negative,train,0
1606,Ses03F_script03_2_M026,did you see much of Peter Burden after our divorce?,Negative,train,0
1607,Ses03F_script03_2_M027,"I imagine that you let him kiss you quite a bit more then, didn't you?",Negative,train,0
1608,Ses03F_script03_2_M028,You had a riotous-must have had a riotous time. No restraint at all. Very enjoyable. You never had much anyhow.,Negative,train,0
1609,Ses03F_script03_2_M029,I'm not in the least bit drunk.,Negative,train,0
1610,Ses03F_script03_2_M030,"Okay. As I mentioned before, I said I had three very minute liquor glasses. That's hardly enough to get a child of two drunk.",Negative,train,0
1611,Ses03F_script03_2_M034,"Well, I suppose the people downstairs then.",Negative,train,0
1612,Ses03F_script03_2_M035,This is no time of the year for Tunis.,Neutral,train,1
1613,Ses03F_script03_2_M038,Turn it off.,Negative,train,0
1614,Ses03F_script03_2_M039,"Oh, very amusing, indeed. Amanda, listen-",Negative,train,0
1615,Ses03F_script03_2_M040,Very amusing indeed.,Negative,train,0
1616,Ses03F_script03_2_M041,"You know, you're a vile, ill-tempered, wicked little beast and I hope that I never see you again as long as I live.",Negative,validation,0
1617,Ses03F_script03_2_M043,"Oh, shut up. Shut up. Shut up.",Negative,train,0
1618,Ses03F_script03_2_M044,"I wouldn't marry you again if you came back crawling to me on your hands and knees because you're vile. You're a mean, evil-minded little vampire and I hope to God I never set eyes on you again.",Negative,test,0
1619,Ses03M_impro01_F000,Is that a demand sir?,Neutral,test,1
1620,Ses03M_impro01_F022,Okay. I'm going to call security. Security!,Negative,train,0
1621,Ses03M_impro01_M004,What are you talking about? It says fill out that part.,Negative,train,0
1622,Ses03M_impro01_M011,I'm not going anywhere. I'm staying right here.,Negative,train,0
1623,Ses03M_impro01_M014,"Hey, no, give me that back.",Negative,train,0
1624,Ses03M_impro01_M015,-- No. I'm not waiting...I'm not coming back again. I don't have time to come back five days.,Negative,train,0
1625,Ses03M_impro01_M019,Fine. Call your supervisor. Ask supervisor over,Negative,train,0
1626,Ses03M_impro01_M023,No. I'm not going anywhere. I'm staying here-- I am filling out right now okay just calm down. I'm filling out right now-- Just take the god damn piece of paper.,Negative,test,0
1627,Ses03M_impro01_M028,I did finish one. Take it.,Negative,train,0
1628,Ses03M_impro01_M029,What is wrong with you?,Negative,train,0
1629,Ses03M_impro02_F000,Um.,Positive,train,2
1630,Ses03M_impro02_F003,Why the sad face?,Positive,validation,2
1631,Ses03M_impro02_F013,Do this whole thing by myself?,Negative,validation,0
1632,Ses03M_impro02_F015,It's not the same thing. It's not like having you here.,Negative,test,0
1633,Ses03M_impro02_F022,"and watch our child grow, see her take her first steps, her first words.",Negative,train,0
1634,Ses03M_impro02_F024,A whole year? --We're not talking about like a couple months here. I mean this is a whole year.,Negative,validation,0
1635,Ses03M_impro02_F025,What could happen in a year?,Negative,train,0
1636,Ses03M_impro02_F027,I don't know if that's how I want to live my life.,Negative,test,0
1637,Ses03M_impro02_F028,"Joe I'm serious I don't want to have to have a little girl to tell...asking every day where's daddy, where's daddy and have to tell her that he's away--",Negative,test,0
1638,Ses03M_impro02_F029,far away and he won't be here.,Negative,train,0
1639,Ses03M_impro02_M005,For--,Negative,test,0
1640,Ses03M_impro02_M012,Honey you're not going to be by yourself--,Negative,train,0
1641,Ses03M_impro02_M015,"You can do it. Alright? You can, you can be strong, you can be strong for both of us alright?",Neutral,test,1
1642,Ses03M_impro02_M026,maybe get some vacation-- --once it quiets down there.,Negative,train,0
1643,Ses03M_impro02_M027,I know. I know. But they really need some good guys there.,Negative,train,0
1644,Ses03M_impro03_F012,She actually asked if it was real? I would've probably asked the same thing considering you were in Chuck E. Cheese.,Positive,train,2
1645,Ses03M_impro03_F016,"Oh god! You are damn cheap, cheap, cheap. Anyways, moving on. It's not like you're poor. I mean your dad makes... okey",Positive,train,2
1646,Ses03M_impro03_F017,You had the mouse?,Positive,test,2
1647,Ses03M_impro03_F018,Isn't it a rat? It's a rat. Chuck E. Cheese?,Neutral,train,1
1648,Ses03M_impro03_F021,"Okay, that is really cheesy Joe.",Positive,validation,2
1649,Ses03M_impro03_F022,Oh that's kind of sweet.,Positive,validation,2
1650,Ses03M_impro03_F025,She said sure?,Positive,train,2
1651,Ses03M_impro03_F026,Sure? Who says sure? You say yes...I don't like--,Positive,train,2
1652,Ses03M_impro03_F027,How long have you guys been going out?,Positive,test,2
1653,Ses03M_impro03_F033,She must be hot.,Positive,train,2
1654,Ses03M_impro03_M012,Sara and I--,Positive,train,2
1655,Ses03M_impro03_M014,She wanted...she always wants something spontaneous.,Positive,train,2
1656,Ses03M_impro03_M015,"I couldn't, I couldn't afford the Red Lobster. [LAUGHTER] What anyway?",Positive,train,2
1657,Ses03M_impro03_M016,So Okay then and.,Positive,validation,2
1658,Ses03M_impro03_M017,"I got all the character animals to do a conga line,",Positive,validation,2
1659,Ses03M_impro03_M018,"dim down the lights and uh, I got on one of the tables pulled her up.",Positive,train,2
1660,Ses03M_impro03_M019,Yeah.,Positive,test,2
1661,Ses03M_impro03_M020,"Chucky...I don't know. I don't know. Anyways, I pull her up and I go, I go Sarah",Positive,train,2
1662,Ses03M_impro03_M021,"You're my guiding light, then they put on that song the I've had the time of my life, that song.",Positive,test,2
1663,Ses03M_impro03_M028,About two and a half weeks.,Neutral,train,1
1664,Ses03M_impro03_M029,Two and ... We love each other. Yeah.,Positive,train,2
1665,Ses03M_impro03_M030,"You got to meet her, she's wonderful.",Positive,train,2
1666,Ses03M_impro03_M031,She just graduated from high school and----she's planning to apply for colleges----and stuff.She's so great. She has so much life and energy and stuff.,Positive,train,2
1667,Ses03M_impro03_M032,"Yeah, she is good-looking.",Positive,train,2
1668,Ses03M_impro03_M039,Oh that's great. My mom said we can move in with her again if we run out of money.,Positive,train,2
1669,Ses03M_impro04_F003,Well what are you looking for? I mean--,Neutral,train,1
1670,Ses03M_impro04_F023,"Well... If you need something, I mean, you're just going to---can get a temporary thing right now and then look for something--",Neutral,test,1
1671,Ses03M_impro04_F025,"-it's going to get better I promise you. You just got to hang in there. Everyone, I mean, you know?",Neutral,train,1
1672,Ses03M_impro04_F031,Sixteen hundred.,Neutral,validation,1
1673,Ses03M_impro04_M000,I'm just so tired all the time.,Negative,validation,0
1674,Ses03M_impro04_M004,Cause I went to Harvard.,Negative,validation,0
1675,Ses03M_impro04_M014,Oh yeah? What kind of jobs they got?,Neutral,train,1
1676,Ses03M_impro04_M024,Yeah. It's alright. But--,Neutral,train,1
1677,Ses03M_impro04_M026,No.,Negative,validation,0
1678,Ses03M_impro04_M038,Same difference.,Neutral,train,1
1679,Ses03M_impro04_M041,"Like, wow you're really smart we're going to give you an extra [GARBAGE].",Positive,test,2
1680,Ses03M_impro05a_F000,Can I help you sir?,Neutral,validation,1
1681,Ses03M_impro05a_F001,"Well, let me just check on that for you. Where are you coming--?",Neutral,validation,1
1682,Ses03M_impro05a_F002,"Sir, yes it's in Maryland. It's okay...well, I'm...just let me check here.",Neutral,train,1
1683,Ses03M_impro05a_F005,Okay and this is direct flight?,Neutral,train,1
1684,Ses03M_impro05a_F012,I'm very sorry but let's check on this immediately. This is definitely an emergency. It seems--,Neutral,train,1
1685,Ses03M_impro05a_F021,"Please, please",Neutral,train,1
1686,Ses03M_impro05a_F028,What is your name?,Negative,train,0
1687,Ses03M_impro05a_M000,Yes you can help me. Where is my luggage?,Negative,test,0
1688,Ses03M_impro05a_M001,Yeah. You do that. I'm coming from Baltimore. You know where that is?,Negative,validation,0
1689,Ses03M_impro05a_M002,I had eight hundred pounds of luggage.,Negative,train,0
1690,Ses03M_impro05a_M003,Okay. Check.,Negative,test,0
1691,Ses03M_impro05a_M005,Yes.,Negative,test,0
1692,Ses03M_impro05a_M010,Okay. What do you want?,Negative,test,0
1693,Ses03M_impro05a_M011,Eight. And they're all gone.,Negative,train,0
1694,Ses03M_impro05a_M013,It's my mother's funeral tomorrow and the urn is in the suitcase.,Negative,train,0
1695,Ses03M_impro05a_M016,"Oh, oh, that's a good deduction.",Negative,test,0
1696,Ses03M_impro05a_M017,"Sherlock Holmes. God, where's my luggage?",Negative,train,0
1697,Ses03M_impro05a_M018,Calm down? It's my mother's funeral tomorrow. I'm the one responsible for this.,Negative,train,0
1698,Ses03M_impro05a_M020,What is the matter with you?,Negative,validation,0
1699,Ses03M_impro05a_M021,Don't yell at me.,Negative,train,0
1700,Ses03M_impro05a_M022,Oh my God. I think a blood vessel burst in my head.,Negative,train,0
1701,Ses03M_impro05a_M023,What?,Negative,validation,0
1702,Ses03M_impro05a_M024,What? Are you kidding me?,Negative,test,0
1703,Ses03M_impro05a_M026,"You're the manager? You don't know where you work for, you don't know where you're at and you're the manager?",Negative,validation,0
1704,Ses03M_impro05a_M027,Whose daughter are you?,Negative,train,0
1705,Ses03M_impro05a_M028,Sir. Sir. Sir. Sir,Negative,train,0
1706,Ses03M_impro05a_M029,My name is Brent Caption.,Negative,train,0
1707,Ses03M_impro05b_F004,Okay. Well you um-...,Neutral,train,1
1708,Ses03M_impro05b_F009,"Like the luggage, the luggage on the flight.",Neutral,train,1
1709,Ses03M_impro05b_F012,For tonight- For tonight sir. Would you need to stay somewhere tonight?,Neutral,train,1
1710,Ses03M_impro05b_F013,We can do Holiday Inn or...?,Neutral,train,1
1711,Ses03M_impro05b_F014,Sir I understand that but just--,Neutral,train,1
1712,Ses03M_impro05b_F015,Did you have your name tags on the luggage?,Neutral,validation,1
1713,Ses03M_impro05b_F016,"Okay. So if you can just give me your name, your name and your address and your phone number I can contact you as soon as we find out more information.",Neutral,train,1
1714,Ses03M_impro05b_F019,"Okay. Sir? I am sorry to tell you this but this does happen. Uh- This is not uh- really,",Neutral,train,1
1715,Ses03M_impro05b_F020,"I mean, our airline's fault. I don't know what happened, misplaced, something happened but we will get you--",Neutral,train,1
1716,Ses03M_impro05b_F021,"Well, the entire flight, sir, the luggage was placed on another plane that never actually left Baltimore.",Neutral,test,1
1717,Ses03M_impro05b_F022,Uh no I'm not.,Neutral,train,1
1718,Ses03M_impro05b_F023,"Well we have some people back there that need some firing so, but I would just really appreciate--",Neutral,validation,1
1719,Ses03M_impro05b_F028,We can have them direct your luggage to San Diego.,Neutral,validation,1
1720,Ses03M_impro05b_F030,Some refreshments in the lobby?,Neutral,train,1
1721,Ses03M_impro05b_M008,Most of the...,Negative,train,0
1722,Ses03M_impro05b_M011,I'm going to San Diego tomorrow to stay with my family. What do I need hotel lodging for hmmm? Can you tell me that?,Negative,validation,0
1723,Ses03M_impro05b_M015,Of course I had my name tags on the luggage.,Negative,train,0
1724,Ses03M_impro05b_M016,Soon as you...that's not good enough okay?,Negative,train,0
1725,Ses03M_impro05b_M020,"You misplace a lot of, eight pieces of luggage.",Negative,train,0
1726,Ses03M_impro05b_M022,Who are you going to fire because of that?,Negative,test,0
1727,Ses03M_impro05b_M025,This is the worst customer service I've ever gotten before.,Negative,train,0
1728,Ses03M_impro05b_M026,Okay. Get on the phone and figure out where my luggage is and tell me when it's going to get there alright?,Negative,train,0
1729,Ses03M_impro05b_M027,"And and, in about...",Negative,train,0
1730,Ses03M_impro05b_M029,Can you get it to the San Diego airport? You get someone to drive it to my place alright? Then I get a refund for some...I get a free flight alright? I get free whatever.,Negative,train,0
1731,Ses03M_impro05b_M032,"Thanks you, thank you I don't have my luggage so you gave me a Holiday Inn stay and peanuts. Wow. You know what?",Negative,test,0
1732,Ses03M_impro06_F000,How's it going? How are you feeling?,Negative,train,0
1733,Ses03M_impro06_F001,Hanging in there?,Negative,train,0
1734,Ses03M_impro06_F002,So sad.,Negative,test,0
1735,Ses03M_impro06_F003,Yeah.,Negative,test,0
1736,Ses03M_impro06_F005,I'm so sorry.,Negative,test,0
1737,Ses03M_impro06_F008,Oh man.,Negative,train,0
1738,Ses03M_impro06_F009,How are they?,Negative,train,0
1739,Ses03M_impro06_F010,Yeah. Like I mean if you need anyone to talk to or anything I'm here for you okay?,Negative,train,0
1740,Ses03M_impro06_F011,We're all here for you.,Negative,test,0
1741,Ses03M_impro06_F012,I know.,Negative,train,0
1742,Ses03M_impro06_F015,I'm so sorry.,Negative,train,0
1743,Ses03M_impro06_F016,"Well now you can follow his footsteps, you know? Carry out what he wanted to do.",Negative,validation,0
